Element,Molar_ratio,Enthalpy(kJ/mol),std_enthalpy(kJ/mol),a,Delta(%),Omega,Entropy(J/K*mol),Tm(K),std_Tm (%),X,std_X(%),VEC,std_VEC,Phase(0-1),Density(g/com^3),Price(USD/kg)
Al-Co-Cr-Cu-Fe-Ni-Ti-,0.25-0.04-0.22-0.14-0.14-0.19-0.01-,-8.455557,6.843737,1.3439838,4.343266,2.710578,14.36406,1595.6104,28.472206,1.7611485,7.345906,7.107336,2.9279294,0.22530897,6.3610983,8.851499
Al-Co-Cr-Cu-Fe-Mn-Ni-,0.13-0.15-0.11-0.22-0.12-0.10-0.18-,-3.5712783,6.183705,1.3531587,3.421227,7.0711684,15.900385,1588.2069,21.984453,1.7911596,7.5597296,8.163902,2.5750303,0.040682826,7.3411016,14.588688
Al-Co-Cr-Cu-Fe-Ni-Ti-,0.18-0.04-0.17-0.08-0.13-0.25-0.16-,-19.024734,9.545597,1.3547924,3.9892006,1.3454932,15.226508,1681.1239,24.19361,1.7426901,8.383239,6.891971,2.8614259,0.45603386,6.227383,8.889157
Al-Co-Cr-Fe-Mo-Ni-,0.17-0.23-0.14-0.19-0.09-0.18-,-11.197657,5.2972665,1.3584095,4.2989573,2.3332107,14.619124,1787.1445,28.65285,1.8238506,8.526944,7.2481656,2.3723063,0.0002752159,7.22724,20.765554
Al-Co-Cr-Cu-Fe-Ni-Ti-,0.25-0.16-0.13-0.05-0.12-0.24-0.05-,-16.207825,7.9954085,1.340578,4.185654,1.478884,14.968533,1601.3252,26.232395,1.7696826,7.6596456,7.0871944,2.8599367,0.8313888,6.318893,16.928392
Al-Hf-Nb-Ta-Ti-Zr-,0.06-0.04-0.04-0.32-0.29-0.24-,-5.117256,7.4048676,1.4516892,5.3531203,5.892746,12.475465,2417.1191,28.461365,1.4725735,6.6418715,4.3018312,0.5792049,1.0,9.257041,235.89682
Co-Cr-Cu-Fe-Mn-Ni-,0.24-0.10-0.22-0.17-0.04-0.22-,3.2314177,3.7415917,1.3656226,1.7049011,7.369342,13.967919,1704.8657,13.586828,1.8464658,5.183249,9.1148405,1.5285684,0.9898655,8.4734335,19.418451
Al-Co-Cu-Fe-Mg-Ni-Zn-,0.58-0.02-0.06-0.04-0.22-0.08-0.01-,-6.493804,4.9327216,1.3272773,7.6443815,1.7177761,10.484276,1063.9647,27.486372,1.5981419,11.667161,4.1929574,2.9772954,0.013572292,3.2257962,6.076504
Al-Co-Cr-Cu-Fe-Ni-,0.25-0.12-0.24-0.10-0.13-0.16-,-9.343481,6.360637,1.344046,4.3316083,2.497381,14.384318,1622.1992,28.218317,1.7592902,7.1623454,6.9964876,2.7906942,0.3623548,6.3897867,14.0794735
Al-Co-Cr-Fe-Ni-Ti-Zr-,0.13-0.24-0.02-0.17-0.17-0.17-0.09-,-30.096786,12.305555,1.3724786,5.3035145,0.8797434,15.317799,1728.5411,19.51842,1.7265131,10.840201,6.7924027,2.6750863,0.0053747194,6.416694,21.95983
Al-Cr-Fe-Ni-Ti-,0.26-0.24-0.21-0.20-0.09-,-18.700394,7.3322287,1.351147,4.644213,1.1759745,13.177208,1668.8804,27.764463,1.7211303,7.5160913,6.2519107,2.5791488,0.64522463,5.834883,6.132568
Co-Mo-Nb-Ti-V-,0.11-0.25-0.06-0.18-0.40-,-7.487862,4.77127,1.3905859,3.1838589,3.6894503,11.962899,2309.314,17.398397,1.7719194,13.686567,5.498686,1.380243,0.79979134,7.252011,23.650574
Al-Co-Cr-Cu-Fe-Ni-Ti-,0.14-0.19-0.10-0.12-0.11-0.20-0.13-,-15.491559,9.48917,1.3538905,3.4943275,1.7161671,15.939486,1667.9397,21.42211,1.7776787,8.039407,7.527856,2.7946126,0.09230093,6.7372656,17.786695
Mo-Nb-Ta-Ti-V-W-,0.19-0.27-0.01-0.16-0.17-0.20-,-4.494085,2.3297122,1.4051939,3.252458,8.345515,13.639212,2749.825,21.275442,1.8525997,18.046465,5.2347565,0.70094776,0.99989974,10.030369,31.541105
Al-Cr-Hf-Nb-Ti-Zr-,0.23-0.14-0.03-0.20-0.25-0.15-,-20.746645,10.669279,1.4024261,7.0619097,1.3060633,13.926329,1945.6978,32.001522,1.5450233,7.169586,4.2362123,0.9574279,0.0007501988,5.9311166,151.66411
Co-Cr-Fe-Mo-Ni-,0.20-0.13-0.22-0.14-0.30-,-4.7106414,2.3905003,1.3815564,2.5909991,5.519825,13.1551075,1976.5638,20.017649,1.8869196,7.2055006,8.255477,1.5811753,0.41776893,8.658958,18.992702
Co-Cr-Fe-Ni-,0.21-0.22-0.19-0.38-,-4.029034,1.7605654,1.3705051,1.8019987,5.139536,11.174138,1853.1506,9.623542,1.8327795,5.302372,8.521721,1.535301,0.9547315,8.287493,18.906483
Al-Co-Cr-Cu-Fe-Mn-Ni-,0.13-0.08-0.02-0.20-0.21-0.11-0.24-,-3.6470563,6.201111,1.3544927,3.4319797,6.39556,15.057423,1549.0671,19.924746,1.8065116,7.364583,8.429788,2.5091722,0.08614615,7.420594,11.021964
Al-Co-Cr-Cu-Fe-Mo-Ni-,0.16-0.21-0.17-0.08-0.17-0.02-0.19-,-7.9054694,6.014282,1.3529294,3.8260455,3.2433739,15.126316,1695.0848,24.803738,1.8031394,7.1166797,7.623085,2.516813,0.15357544,7.1285806,19.226501
Al-Co-Cr-Fe-Ni-Ti-Zr-,0.23-0.14-0.12-0.17-0.28-0.04-0.01-,-18.435593,8.121822,1.3463991,4.4995947,1.2629346,14.243172,1634.6741,24.984585,1.7707511,7.9604774,7.1123786,2.7434716,0.78841025,6.434824,15.702041
Al-Co-Cr-Cu-Fe-Ni-Ti-,0.10-0.08-0.08-0.24-0.13-0.19-0.18-,-12.464403,9.603267,1.35887,3.2287765,2.053006,15.56133,1644.4282,20.725006,1.7788808,8.350084,7.798411,2.9437757,0.09107697,6.805883,11.050463
Hf-Mo-Nb-Ta-W-Zr-,0.08-0.31-0.20-0.23-0.13-0.05-,-4.9974546,2.6591916,1.4508994,3.543567,8.19245,13.704497,2987.4417,13.302331,1.8058628,20.798782,5.2975483,0.6953419,0.9999927,12.536226,247.22888
Mo-Nb-Ti-V-Zr-,0.08-0.20-0.25-0.18-0.28-,-1.2677269,1.9601934,1.4482443,4.9934397,23.265877,12.926133,2281.7925,14.802657,1.5599306,13.8057785,4.5458984,0.6452639,0.99986947,6.6593018,31.307692
Co-Fe-Mo-Ni-,0.34-0.32-0.06-0.28-,-2.1370378,1.0629939,1.3717936,2.1863856,8.9250555,10.401301,1833.7292,14.218124,1.8879498,3.8932939,8.790974,1.0336463,0.94326794,8.642468,24.427397
Al-Co-Cr-Fe-Mo-Ni-,0.17-0.02-0.05-0.23-0.19-0.34-,-11.571711,4.982223,1.3655847,4.6673846,2.0527565,12.813252,1853.8541,32.427303,1.8735163,9.346521,7.3631477,2.5005932,0.048432473,7.546333,10.189957
Hf-Mo-Nb-Ta-Ti-V-W-Zr-,0.04-0.07-0.31-0.03-0.18-0.27-0.03-0.08-,-1.6579943,1.9168441,1.4226041,4.391771,21.402742,14.485526,2449.728,17.470871,1.6253672,13.762738,4.808301,0.60074306,0.9998709,7.9636726,156.65631
Al-Co-Cr-Cu-Fe-Mn-Ni-,0.15-0.21-0.20-0.06-0.12-0.02-0.25-,-9.182921,5.899047,1.3518738,3.5818198,2.7129889,14.712179,1693.3698,22.450756,1.7912314,6.9597983,7.697169,2.4879193,0.09395655,7.1436977,19.432327
Al-Co-Cr-Cu-Fe-Ni-Ti-,0.20-0.07-0.19-0.13-0.15-0.18-0.07-,-11.616704,8.235667,1.3506006,4.0936074,2.204625,15.668882,1634.4797,25.954088,1.7591734,7.7190647,7.1467586,2.872149,0.46083438,6.428236,10.701938
Al-Co-Cr-Fe-Mn-Ni-Sn-Ti-V-,0.05-0.21-0.05-0.15-0.06-0.21-0.02-0.02-0.23-,-13.039057,6.165382,1.3617724,2.6721447,2.2004797,15.965242,1797.1652,19.822437,1.7715006,7.662507,7.596435,2.3725638,0.050520897,7.286898,22.087517
Al-Co-Cr-Cu-Fe-Mn-Ni-,0.10-0.15-0.06-0.20-0.16-0.24-0.07-,-2.3958807,5.74924,1.3631933,3.3657882,10.142258,15.620284,1555.6458,20.282082,1.7597518,8.490983,8.081547,2.3758876,0.05249947,7.4081235,13.935094
Al-Co-Cu-Mg-Ni-Sn-Zn-,0.24-0.05-0.33-0.03-0.15-0.08-0.12-,-3.1118417,5.105289,1.3380717,4.4820185,5.3178024,14.110145,1172.7842,33.581924,1.7908223,8.799211,8.989155,3.7883756,1.2450761e-05,6.502064,11.442793
Al-Co-Cr-Cu-Fe-Ni-,0.18-0.29-0.15-0.14-0.18-0.07-,-5.4393687,6.142434,1.3490505,3.7730522,4.274716,14.247262,1632.0153,23.957962,1.7952366,6.4630294,7.656227,2.5820272,0.043977663,7.006045,23.07547
Hf-Mo-Nb-Ti-V-Zr-,0.07-0.12-0.15-0.32-0.03-0.32-,-1.066772,2.007753,1.469082,4.5992894,27.716156,12.958676,2281.621,15.567234,1.5445726,16.471018,4.4240127,0.6974912,0.9999709,7.0791845,218.39174
Al-Co-Cr-Fe-Ni-Si-,0.06-0.25-0.24-0.23-0.20-0.03-,-10.857699,6.8814216,1.3592423,4.485896,2.2544925,13.472768,1816.8945,15.390308,1.8079289,5.834679,7.753866,1.9666656,0.7301488,7.408183,20.988132
Al-Co-Cr-Cu-Fe-Mn-Ni-Ti-V-,0.10-0.07-0.06-0.26-0.15-0.04-0.14-0.03-0.14-,-4.5402317,7.016778,1.3544674,3.0638223,6.1272364,16.807411,1655.1665,22.690502,1.7807777,7.5874605,7.9161186,2.7518368,0.021308571,7.155414,12.070449
Al-Co-Cr-Cu-Fe-Mo-Ni-Ti-,0.17-0.12-0.31-0.10-0.16-0.01-0.11-0.03-,-7.7372613,6.43672,1.358568,4.0602303,3.3990107,15.183768,1732.049,26.2686,1.7571107,7.447129,6.998502,2.5433216,0.057907984,6.701718,13.610952
Al-Co-Cr-Fe-Mn-Ni-,0.17-0.23-0.23-0.12-0.14-0.11-,-11.778172,5.515051,1.3570565,3.9800377,2.0812697,14.568558,1682.6339,23.892832,1.7339861,7.7446947,6.98174,2.2429378,0.067390464,6.765453,19.916452
Al-Co-Cr-Fe-Mn-Ni-,0.17-0.23-0.20-0.14-0.07-0.19-,-12.175143,5.621822,1.3530251,3.87618,2.0020387,14.441826,1687.8132,23.238106,1.7645748,7.437106,7.2666354,2.382835,0.32022887,6.877373,20.28125
Al-Co-Cr-Fe-Ni-Si-,0.17-0.09-0.25-0.07-0.23-0.18-,-29.41492,11.536036,1.3045907,8.350432,0.8442986,14.424948,1721.6682,23.867634,1.7897185,7.3401103,6.4823556,2.6135967,0.61962354,5.5307126,13.401721
Al-Hf-Nb-Ti-V-Zr-,0.12-0.09-0.25-0.26-0.11-0.18-,-11.170453,9.363058,1.4293281,6.5332966,2.7097805,14.21571,2129.297,25.157946,1.5137701,7.9936876,4.233159,0.6466204,0.09012756,6.7832584,313.01352
Co-Cr-Cu-Fe-Mn-Ni-Ti-,0.09-0.14-0.30-0.15-0.08-0.20-0.05-,1.1645114,6.127197,1.3704538,1.8017265,21.731241,14.969203,1690.5575,16.155218,1.8125603,7.138599,8.841084,2.0685306,0.9649532,8.093253,11.352837
Al-Co-Cr-Cu-Fe-Ni-,0.20-0.19-0.18-0.18-0.23-0.01-,-3.642942,6.2706127,1.3507626,4.0970163,6.198207,14.013032,1611.3359,26.119991,1.7763427,6.6695504,7.362153,2.702371,0.03142814,6.7136993,16.712294
Al-Co-Cr-Cu-Fe-Mn-Ni-,0.22-0.18-0.18-0.11-0.22-0.07-0.02-,-6.671086,6.0747533,1.3516643,4.2904735,3.6051645,14.959159,1607.7346,26.475159,1.749841,7.2296658,7.0254707,2.566963,0.10031879,6.5355716,16.04562
Al-Co-Cr-Cu-Fe-Ni-Ti-,0.14-0.06-0.31-0.08-0.23-0.11-0.06-,-8.565457,6.6394,1.3659365,3.7987657,3.0098903,14.644918,1760.4115,23.323536,1.7464736,7.014726,6.956874,2.4228897,0.017890379,6.673391,9.454567
Al-Co-Cr-Cu-Fe-Ni-Sn-Zn-,0.37-0.15-0.09-0.17-0.07-0.09-0.02-0.03-,-8.158199,6.6525316,1.3230996,4.51349,2.4670942,14.642648,1374.5493,33.129276,1.7579389,7.7156067,7.047883,3.4466999,0.8384039,5.8264227,16.537855
Al-C-Co-Cr-Fe-Mn-Ni-,0.15-0.07-0.20-0.23-0.16-0.02-0.16-,-22.55553,12.211676,1.3069991,13.761126,1.2553569,15.010609,1886.3484,35.17094,1.8297806,12.903702,6.999882,2.3903809,0.001428358,6.6706886,19.744164
Hf-Nb-Si-Ti-V-Zr-,0.14-0.32-0.09-0.24-0.02-0.19-,-20.930601,18.83046,1.4365904,8.652453,1.4480075,13.20384,2295.3672,16.464823,1.5205411,11.334952,4.334464,0.47355714,0.005959679,7.3854575,437.69638
Hf-Nb-Ta-V-W-,0.15-0.18-0.34-0.13-0.20-,-3.219616,2.5652957,1.4321969,4.675987,12.020442,12.851547,3011.4033,16.928495,1.6743546,21.176298,5.0467815,0.58981806,1.0,13.976762,368.1954
Al-Co-Cr-Fe-Mn-Ni-,0.19-0.20-0.21-0.19-0.06-0.16-,-11.899314,5.5039964,1.35423,4.0360255,2.0443358,14.443475,1684.234,23.880083,1.7596537,7.24988,7.1114326,2.3593307,0.21478811,6.74828,18.359016
Al-Co-Cr-Fe-Ni-V-,0.10-0.28-0.10-0.14-0.30-0.07-,-11.414899,5.4773707,1.3517206,2.9730206,2.1011903,13.710443,1749.3871,18.198078,1.8139291,6.3426456,7.9558387,2.2620192,0.24626027,7.4630594,24.610102
Al-Co-Cr-Fe-Ni-Ti-,0.26-0.06-0.21-0.16-0.17-0.13-,-21.193567,8.307655,1.3493928,4.6244593,1.1155124,14.231492,1661.2231,27.688662,1.7144253,7.7798343,6.1366124,2.6005774,0.44831493,5.716408,9.595129
Mo-Nb-Ta-Ti-V-W-Zr-,0.18-0.30-0.10-0.18-0.07-0.04-0.12-,-2.748556,2.4583564,1.4420763,3.6357834,14.120678,14.873613,2609.4167,18.768793,1.6816746,17.385748,4.9198065,0.7226385,0.99999154,8.87621,67.23817
Al-C-Co-Cr-Fe-Ni-Si-,0.16-0.02-0.10-0.27-0.07-0.27-0.10-,-26.163664,11.182519,1.3123275,9.653259,0.9792628,14.468426,1770.8285,27.877028,1.7964562,9.240544,6.793219,2.6093493,0.2163195,6.013693,14.144271
Al-Cr-Cu-Fe-Ni-Ti-,0.14-0.11-0.20-0.23-0.28-0.04-,-6.205054,7.572873,1.3551404,3.5823479,3.6291335,13.888086,1621.4591,22.36735,1.8034451,6.940572,8.04375,2.7454185,0.1565048,7.076378,6.1035166
Al-Co-Cu-Fe-Mo-Ni-V-,0.13-0.26-0.02-0.17-0.02-0.27-0.13-,-12.809834,6.291966,1.3480473,3.2445843,1.921244,14.236514,1728.7107,21.883764,1.820332,7.00016,7.810236,2.438365,0.51827717,7.307234,23.898344
Al-Co-Cr-Cu-Fe-Li-Ni-,0.23-0.18-0.15-0.02-0.17-0.06-0.18-,-8.751106,7.6718364,1.3493316,4.5062737,2.6547203,14.946801,1554.2949,31.847927,1.7290454,12.84962,6.748886,2.9556184,0.08935652,5.909936,19.280989
Al-Co-Fe-Mo-Ni-Ti-V-,0.04-0.22-0.17-0.19-0.17-0.01-0.20-,-11.245016,5.2792573,1.3743955,3.335829,2.6386628,14.579239,2035.2094,23.394615,1.8634573,9.575601,7.3390956,2.0364058,0.040745694,8.048788,22.94063
Cr-Cu-Fe-Mn-Ni-,0.18-0.28-0.12-0.17-0.25-,3.469069,4.3363037,1.373539,1.8234588,6.3077784,13.046849,1677.1959,16.930243,1.7917747,7.889594,8.819361,1.9341704,0.030861458,8.221761,6.303625
Hf-Mo-Nb-Ta-Ti-V-,0.02-0.09-0.36-0.26-0.08-0.18-,-1.5832816,1.4853204,1.429363,2.9510772,21.867353,12.663484,2734.0151,15.9955635,1.6213924,11.271295,4.9967527,0.43793797,0.99999917,10.386868,163.79921
Al-Co-Cr-Cu-Fe-Ni-Ti-,0.17-0.18-0.22-0.12-0.12-0.15-0.03-,-8.7322035,7.0227394,1.351856,3.884891,3.0038517,15.625793,1678.6501,25.445059,1.7782241,7.4093647,7.3881607,2.677984,0.14733697,6.8376007,17.639915
Al-Co-Cr-Fe-Ni-Ti-,0.01-0.29-0.08-0.19-0.29-0.14-,-15.023306,8.409657,1.3691993,2.0570827,1.565745,13.0011,1809.2827,8.791085,1.8110989,7.164188,8.087857,2.075894,0.034494914,7.566155,22.783304
Al-Co-Cr-Fe-Ni-,0.04-0.26-0.25-0.21-0.23-,-5.840094,3.1924243,1.369921,2.488677,4.00924,12.739163,1837.9807,13.881161,1.8078648,5.9267554,8.024667,1.7708104,0.77399284,7.8805165,21.28522
Al-Co-Cr-Cu-Fe-Ni-Si-Ti-,0.08-0.19-0.05-0.05-0.14-0.22-0.04-0.22-,-25.875126,12.313212,1.3538154,4.7356806,1.0592566,15.8145075,1733.1171,16.516203,1.7708902,8.602055,7.2275133,2.7161326,0.01073405,6.415153,17.592884
Co-Cr-Cu-Fe-Ni-Sn-,0.31-0.23-0.01-0.12-0.32-0.01-,-3.2264514,2.2425647,1.3685224,1.8497835,6.753904,11.869083,1835.9576,12.679854,1.8342004,5.3674483,8.591728,1.6308398,0.9884393,8.309184,24.52624
Co-Cr-Cu-Fe-Ni-,0.21-0.10-0.21-0.19-0.30-,3.285932,3.6183689,1.3644009,1.6667045,6.7684274,12.943947,1718.2239,13.032736,1.8621888,3.876937,9.233406,1.4645617,0.99699116,8.521271,17.746038
Co-Cr-Fe-Mo-Ni-Ti-V-,0.10-0.04-0.18-0.25-0.09-0.18-0.17-,-12.339346,6.578398,1.3945258,2.7598815,2.6879287,15.305929,2166.956,20.427324,1.8314784,12.275811,6.4961057,1.9271617,0.036852,7.597427,16.526054
Al-Co-Cr-Cu-Fe-Ni-Sn-,0.22-0.33-0.11-0.13-0.08-0.07-0.06-,-6.3577557,6.505166,1.344298,4.244238,3.483691,14.761502,1500.4199,31.408585,1.8028232,7.0136623,7.935438,3.1524508,0.04218633,6.7935395,26.585674
Al-Cr-Cu-Fe-Ni-Ti-V-,0.25-0.21-0.14-0.20-0.10-0.08-0.03-,-10.6204405,7.7382817,1.3497958,4.4944654,2.2967253,15.023041,1623.6547,28.70526,1.7281768,7.5251875,6.5431952,2.8400013,0.20528543,5.9744725,5.9360247
Al-Co-Cu-Fe-Ni-Si-Sn-,0.07-0.23-0.15-0.23-0.16-0.10-0.07-,-10.272419,10.260239,1.3373225,6.5893106,2.3265285,15.343408,1557.6118,24.024324,1.8649434,4.1939235,8.676698,2.736692,0.6641199,7.028984,20.542355
Al-Co-Cr-Fe-Mo-Ni-,0.20-0.09-0.32-0.18-0.03-0.17-,-11.662355,4.884986,1.3579898,4.3896117,2.0561097,13.57759,1766.0776,27.567244,1.7593281,7.824575,6.7128544,2.3711379,0.026662646,6.613654,12.33903
Co-Cr-Fe-Mo-Ni-Ti-,0.28-0.06-0.25-0.10-0.28-0.01-,-4.910945,3.3755057,1.3765677,2.4632115,5.0604544,12.9792795,1914.7139,18.384708,1.8857362,6.270309,8.443174,1.4721411,0.93654245,8.5931835,22.450592
Al-Co-Cr-Cu-Fe-Ni-,0.02-0.03-0.29-0.10-0.33-0.23-,-0.53746945,4.1471796,1.3790597,2.1531613,42.00088,12.291709,1836.5345,14.792013,1.8044661,5.70192,8.129297,1.84999,0.9834809,7.90383,7.933838
Al-Co-Cr-Fe-Mn-Ni-V-,0.08-0.14-0.17-0.11-0.08-0.23-0.20-,-13.1986,5.761749,1.3592207,2.9599516,2.1550386,15.574969,1826.231,19.101841,1.7483233,7.6322002,7.1883774,2.2333534,0.0037054238,7.1056733,18.115574
Al-Co-Fe-Mo-Ni-,0.04-0.27-0.29-0.16-0.24-,-5.5507894,3.1925242,1.3764542,3.292928,4.2556252,12.308805,1919.12,24.03441,1.9068674,6.6158237,8.214957,1.6878597,0.9331933,8.527774,21.884914
Al-Au-Cr-Cu-Fe-Mn-Ni-Ti-V-,0.13-0.01-0.11-0.25-0.03-0.06-0.23-0.14-0.03-,-12.71835,9.25963,1.3545533,3.4112175,2.0168881,15.903153,1612.9812,23.432882,1.7647269,10.264,7.670554,3.0773757,0.4320384,6.892646,1927.6445
Co-Cr-Fe-Ni-Ti-,0.18-0.35-0.15-0.29-0.02-,-6.157662,3.3836703,1.3762796,1.8208122,3.6732888,11.814651,1914.4762,10.580982,1.795787,6.3586802,7.9642844,1.753914,0.957029,7.972305,17.507774
Al-Cr-Cu-Fe-Ni-,0.13-0.28-0.23-0.14-0.23-,-1.4379419,6.164123,1.3581799,3.4723465,15.195436,13.004071,1680.2537,24.261026,1.789715,6.865329,7.970072,2.6907449,0.063471936,7.2594748,6.844659
Al-Co-Cr-Fe-Ni-,0.17-0.25-0.14-0.19-0.25-,-11.737943,5.596685,1.3488296,3.7534463,1.8827991,13.180715,1676.7062,22.09021,1.8009058,6.5208397,7.605169,2.4511847,0.37865737,7.0078435,21.540903
Al-Co-Cr-Cu-Fe-,0.24-0.31-0.17-0.16-0.12-,-6.4515667,6.3154206,1.3406758,4.0989594,3.199279,13.048809,1581.7811,27.331635,1.775067,6.9201922,7.252327,2.7953138,0.077500455,6.5777864,25.402742
Al-Cr-Fe-Mo-Ni-,0.23-0.25-0.33-0.03-0.16-,-11.20542,4.4883304,1.3582847,4.6558313,1.836889,12.010715,1713.729,28.478682,1.7583159,7.5008283,6.598869,2.372907,0.030275932,6.3808193,5.6028104
Cr-Fe-Mo-Nb-Ni-Ti-Zr-,0.12-0.04-0.22-0.06-0.13-0.25-0.17-,-17.064917,9.846308,1.4336137,4.3317103,1.9642166,15.032022,2229.852,18.865519,1.7165905,16.820782,5.695712,1.9918925,2.4524386e-05,7.194571,16.78517
Al-Co-Cu-Mg-Sn-Zn-,0.38-0.19-0.12-0.18-0.09-0.04-,-5.510237,5.212938,1.3476231,6.9441333,2.6184454,13.214777,1091.8271,35.247555,1.6749711,12.908573,6.257621,4.2568903,0.009588521,4.5455494,21.231379
Al-Co-Cr-Fe-Mn-Ni-Sn-,0.12-0.21-0.19-0.19-0.14-0.13-0.03-,-8.610557,5.080768,1.3672398,3.6271322,3.0014374,15.342503,1684.4736,23.845942,1.7574835,7.7287526,7.5224214,2.3090043,0.0028885757,7.1549306,18.404404
Co-Cu-Fe-Ni-Sn-Zn-,0.01-0.56-0.03-0.20-0.14-0.07-,4.2673736,2.6666377,1.3652763,2.569687,3.1341767,10.426404,1282.7726,31.218763,1.8907429,3.7158291,11.184665,1.3330604,0.00033766174,8.328225,10.6699705
Al-Co-Cr-Cu-Fe-Mn-Ni-Ti-,0.08-0.04-0.15-0.21-0.14-0.11-0.19-0.09-,-6.738783,7.7785125,1.3660247,3.0797338,4.053988,16.461908,1659.5245,20.433859,1.7616479,8.447187,7.8795137,2.609057,0.050399814,7.172084,8.004373
Al-Cr-Cu-Fe-Mn-Ni-,0.26-0.17-0.01-0.21-0.27-0.08-,-12.243977,5.80694,1.3557241,4.796306,1.6677681,13.1597595,1551.7086,27.743397,1.6748936,7.3857083,6.261332,2.227453,0.018625045,6.017559,4.1763425
Mo-Nb-Ta-W-,0.24-0.32-0.21-0.23-,-6.5772486,2.3740718,1.4265958,2.9706037,5.4101157,11.415102,3117.245,11.973184,1.8918942,18.867226,5.4744167,0.5004503,0.9998455,13.082914,87.19409
Al-Co-Cr-Cu-Fe-Ni-Zn-,0.49-0.09-0.05-0.19-0.08-0.06-0.04-,-7.3110657,5.881102,1.3077353,4.4817877,2.1988995,12.763228,1259.579,32.78249,1.7289512,7.7082148,6.397699,3.5409026,0.91648155,5.134038,11.899052
Al-Co-Cr-Cu-Fe-Ni-Ti-,0.22-0.08-0.14-0.22-0.11-0.15-0.08-,-9.786755,8.362469,1.3450716,4.053917,2.5000105,15.588687,1569.5347,26.664982,1.7671301,7.8770466,7.36399,3.0749083,0.340653,6.4270344,11.203812
Al-Co-Cr-Fe-Mo-Ni-,0.18-0.21-0.27-0.13-0.03-0.18-,-11.740912,5.1859736,1.3557286,4.094501,2.101161,13.938866,1769.8389,26.135216,1.7814993,7.8468723,7.0786395,2.3950748,0.12602092,6.9282885,19.739433
Co-Cr-Cu-Fe-Mn-Ni-Ti-,0.03-0.25-0.20-0.10-0.02-0.29-0.11-,-5.549245,7.8709464,1.373972,1.8254601,4.531549,13.997842,1796.4675,15.664133,1.789298,7.7533903,8.249382,2.387037,0.6023994,7.658096,8.870376
Al-Co-Cu-Fe-Li-Ni-Sn-,0.16-0.31-0.02-0.21-0.04-0.25-0.01-,-7.582153,6.466826,1.349716,3.7461638,2.7252204,13.196538,1565.792,24.944778,1.8035103,10.526727,7.920289,2.7570918,0.6704272,6.854626,25.575659
Al-Co-Cr-Cu-Fe-Mn-Ni-,0.15-0.20-0.17-0.11-0.16-0.10-0.12-,-6.355252,5.9798617,1.3569753,3.6765468,4.1409755,15.921204,1652.949,22.79243,1.7685747,7.488824,7.5819855,2.424664,0.03250159,7.09466,17.729506
Co-Cr-Cu-Fe-Ni-,0.22-0.32-0.06-0.26-0.14-,-0.99293554,3.098047,1.3789839,1.797244,23.51871,12.423384,1879.7244,12.197812,1.8023003,5.5993767,8.045081,1.6121806,0.9968526,8.054057,18.508038
Co-Cr-Cu-Fe-Mn-Ni-,0.27-0.13-0.21-0.16-0.04-0.19-,2.9355054,3.7631135,1.3664994,1.7281598,8.2344055,14.005851,1725.8607,13.981522,1.8399247,5.368324,8.973641,1.5840605,0.98824453,8.431294,21.180634
Co-Cu-Fe-Ni-,0.36-0.29-0.19-0.15-,5.7065525,3.144564,1.3597014,1.4622946,3.2076855,11.098884,1649.2495,11.527102,1.8808229,1.4595853,9.549829,1.1074684,0.99981445,8.685199,24.85256
Al-Co-Cr-Cu-Fe-Ni-Ti-,0.12-0.19-0.12-0.11-0.15-0.17-0.15-,-15.116819,9.3525,1.3588976,3.418911,1.7994329,16.026522,1697.2927,20.466848,1.7723572,8.002586,7.4389668,2.6996193,0.20607796,6.7478957,17.206453
Al-Hf-Nb-Ta-Ti-Zr-,0.05-0.16-0.18-0.18-0.16-0.27-,-3.416209,7.2716646,1.4745879,5.2822933,10.073911,14.198838,2423.7595,23.693552,1.4532962,8.30572,4.3163705,0.5646867,1.0,9.265196,436.3291
Al-Co-Cr-Cu-Fe-Ni-,0.09-0.24-0.24-0.14-0.12-0.17-,-2.9232345,5.45304,1.3596148,3.028019,8.560015,14.421615,1735.0984,20.351576,1.8052758,6.3006887,8.086283,2.306979,0.42567766,7.6049666,20.319439
Cr-Nb-Ti-Zr-,0.22-0.13-0.43-0.20-,-5.2625027,3.6950145,1.437506,4.1718464,4.553589,11.184833,2142.479,12.249812,1.5323148,7.5448356,4.599063,0.89317256,0.9502389,6.0874805,48.141254
Cu-Fe-Mn-Ni-,0.23-0.07-0.56-0.14-,0.87605035,3.1899388,1.3813952,1.7640643,16.358416,9.3756275,1528.5177,8.983872,1.7011509,10.058841,8.428627,1.7553482,0.35697228,8.022755,4.6134186
Al-Co-Cr-Cu-Fe-Ni-,0.23-0.15-0.17-0.20-0.11-0.15-,-5.937155,6.6679354,1.3403802,4.035215,3.8494315,14.657342,1559.2642,27.283155,1.783503,7.145162,7.5421586,2.9691756,0.13195397,6.6435895,15.410172
Mo-Nb-Ta-Ti-V-Zr-,0.04-0.30-0.11-0.10-0.42-0.03-,-1.1964197,1.1683224,1.4070503,3.8159668,24.807978,11.948385,2484.0786,16.72404,1.6071999,7.8691373,4.9086585,0.39994776,0.9999683,8.281298,83.653854
